name,category,rating,reviews_count,latitude,longitude,address,url,imageUrls,place_type,source,location,webUrl,image,amenities,price_range,rating_cleanliness,rating_service,rating_location,rating_value,popularity_score,tags,opening_hours,best_time_to_visit,peak_hours,wheelchair_accessible,family_friendly,cuisine_type,attraction_type,star_rating
Bob Resto,Restaurant,3.4,8.0,-20.0573495,57.5509364,"Triolet, Mauritius",https://www.google.com/maps/search/?api=1&query=Bob%20Resto&query_place_id=ChIJASfXiFdTfCERFiLzKW1KToU,https://lh5.googleusercontent.com/p/AF1QipMvwBnBdBPbZWI0ugmUOueNjl-YgQU8tf1tTrHW=w408-h306-k-no,restaurant,Google Maps,,,,"Alcohol Served, Parking, Private Dining, Open Kitchen, Kids Menu, Happy Hours, Smoking Area, Pet-Friendly, Takeaway, Reservation Required",Medium,3.6,4.5,3.2,4.7,8.0,Quiet Getaway,10:00 AM - 6:00 PM,Winter,3:00 PM - 6:00 PM,no,no,Seafood,Historical,4-star
Rock Summer Resto Bar,Restaurant,5.0,2.0,-20.0544127,57.54711,"WGRX+VC2, Dispensary Rd, Triolet, Mauritius",https://www.google.com/maps/search/?api=1&query=Rock%20Summer%20Resto%20Bar&query_place_id=ChIJlXge23pTfCERhHWtwDg0jeA,https://lh5.googleusercontent.com/p/AF1QipOWQPA8G8le8RLcgPqRTlNGZq-F2d40DnRDkmZi=w408-h306-k-no,restaurant,Google Maps,,,,"Private Dining, Smoking Area, Reservation Required, Happy Hours, Live Music, Free Wi-Fi, Parking, Takeaway, Alcohol Served, Outdoor Seating",Medium,4.8,3.7,3.9,4.5,2.0,Family-Friendly,9:00 AM - 8:00 PM,All Year,10:00 AM - 2:00 PM,yes,yes,Seafood,Shopping,Luxury
FoodWay Fast Food & Bob Restaurant,Restaurant,4.0,5.0,-20.057319,57.5521661,"Royal Road Triolet near SBM, Playground Road, Triolet, Mauritius",https://www.google.com/maps/search/?api=1&query=FoodWay%20Fast%20Food%20%26%20Bob%20Restaurant&query_place_id=ChIJWyCRSlhTfCERgva2Cdo-xtA,https://lh5.googleusercontent.com/p/AF1QipPIB4vhrOH3CyGDSbfOkqm380Gayc4Oa-A66zgl=w426-h240-k-no,restaurant,Google Maps,,,,"Wheelchair Accessible, Smoking Area, Reservation Required, Alcohol Served, Kids Menu, Live Music, Free Wi-Fi, Takeaway, Open Kitchen, Vegan Options",Low,4.1,3.8,4.7,3.7,5.0,Pet-Friendly,10:00 AM - 6:00 PM,Winter,6:00 PM - 9:00 PM,no,yes,French,Historical,4-star
Wok N Grill,Grill,5.0,2.0,-20.0576864,57.5520184,"WHR2+WQJ, A4, Triolet, Mauritius",https://www.google.com/maps/search/?api=1&query=Wok%20N%20Grill&query_place_id=ChIJ09MLXgBTfCER2PDOfnb40Ks,https://lh5.googleusercontent.com/p/AF1QipNZn1BqyvQK5sYjs-Lx_L-l91OZzJCuBj999QKH=w408-h544-k-no,restaurant,Google Maps,,,,"Delivery, Takeaway, Vegetarian Options, Guided Tours",Low,3.6,5.0,4.0,4.6,2.0,Water Activities,10:00 AM - 6:00 PM,Summer,10:00 AM - 2:00 PM,no,yes,Mauritian,Adventure,Luxury
Blue Marlin Snack,Restaurant,3.5,17.0,-20.0578684,57.5434862,"WGRV+V95, Triolet, Mauritius",https://www.google.com/maps/search/?api=1&query=Blue%20Marlin%20Snack&query_place_id=ChIJt6OY6k9TfCERFLYxLWLdWyU,,restaurant,Google Maps,,,,"Smoking Area, Vegan Options, Alcohol Served, Pet-Friendly, Takeaway, Happy Hours, Outdoor Seating, Reservation Required, Kids Menu, Open Kitchen",Low,4.0,4.0,4.4,3.9,17.0,Eco-Friendly,24/7,Summer,6:00 PM - 9:00 PM,no,yes,Chinese,Shopping,4-star
SIDDICK KEBAB,Restaurant,5.0,3.0,-20.0566046,57.5523037,"Winner's, Royal Rd, Triolet, Mauritius",https://www.google.com/maps/search/?api=1&query=SIDDICK%20KEBAB&query_place_id=ChIJfVU5KAVTfCERZIH4MuHXyiE,https://lh5.googleusercontent.com/p/AF1QipOJY7dw4osYjX9Gy8ii1gqUpUvCOM3aLnes78F8=w534-h240-k-no,restaurant,Google Maps,,,,"Private Dining, Vegan Options, Pet-Friendly, Free Wi-Fi, Parking, Kids Menu, Open Kitchen, Happy Hours, Takeaway, Smoking Area",Medium,3.5,3.2,4.3,3.8,3.0,Beachfront,10:00 AM - 6:00 PM,Winter,10:00 AM - 2:00 PM,no,no,Indian,Scenic,Luxury
Bling's Corner,Restaurant,5.0,3.0,-20.0548611,57.5529552,"3 Boutiques, MU, Triolet 21504, Mauritius",https://www.google.com/maps/search/?api=1&query=Bling's%20Corner&query_place_id=ChIJpzmsAQBTfCERVO026d0cbAw,https://lh5.googleusercontent.com/p/AF1QipM6yUF6MivR1mImBmRLHfIlspj4K-2-rawF-sBo=w408-h576-k-no,restaurant,Google Maps,,,,"Private Dining, Alcohol Served, Vegan Options, Open Kitchen, Wheelchair Accessible, Outdoor Seating, Pet-Friendly, Smoking Area, Takeaway, Parking",Low,4.7,4.1,4.5,3.4,3.0,Historical,10:00 AM - 6:00 PM,Summer,10:00 AM - 2:00 PM,yes,no,Italian,Historical,Luxury
Blue Sky Snack,Restaurant,5.0,5.0,-20.0616229,57.5510614,"Royal Rd, Triolet, Mauritius",https://www.google.com/maps/search/?api=1&query=Blue%20Sky%20Snack&query_place_id=ChIJOZi4UGlTfCERwVt0Hw3L_x0,https://lh5.googleusercontent.com/p/AF1QipNtwtWJmHBCD5f-OFsxmUmr__E5JZLUcv5N0M4=w408-h306-k-no,restaurant,Google Maps,,,,"Vegan Options, Free Wi-Fi, Parking, Reservation Required, Alcohol Served, Wheelchair Accessible, Open Kitchen, Happy Hours, Live Music, Pet-Friendly",High,3.5,3.1,3.3,4.7,5.0,Pet-Friendly,Closed on Sundays,Winter,10:00 AM - 2:00 PM,yes,no,Indian,Cultural,4-star
Bethel Snack,Creole restaurant,5.0,1.0,-20.2793987,57.5300873,"PGCJ+62W, Royal Road, Vacoas-Phoenix, Mauritius",https://www.google.com/maps/search/?api=1&query=Bethel%20Snack&query_place_id=ChIJ6_k1O_RbfCERHTx5dmgem5w,https://lh5.googleusercontent.com/p/AF1QipOiNwIYDf6QmAzqoh7NNRrUaa7ug_Ht6XfQxDmo=w408-h544-k-no,restaurant,Google Maps,,,,"Wi-Fi, Pool, Parking, Scuba Diving",Luxury,4.0,3.8,3.4,3.7,1.0,Scenic Views,10:00 AM - 6:00 PM,Winter,10:00 AM - 2:00 PM,no,yes,Mauritian,Shopping,4-star
Taste of Freedom,Restaurant,4.5,330.0,-20.4200524,57.712124,"Mahebourg, Mauritius",https://www.google.com/maps/search/?api=1&query=Taste%20of%20Freedom&query_place_id=ChIJeQr9YfuLfCER4cOOGudc-Mg,https://lh5.googleusercontent.com/p/AF1QipPWqWUIReY2ClX6b1Qe6TxZLLoK_b7nxE1pKy30=w408-h544-k-no,restaurant,Google Maps,,,,"Smoking Area, Private Dining, Reservation Required, Alcohol Served, Outdoor Seating, Wheelchair Accessible, Happy Hours, Parking, Open Kitchen, Free Wi-Fi",Medium,4.6,3.8,4.9,4.2,330.0,Pet-Friendly,Closed on Sundays,Summer,6:00 PM - 9:00 PM,yes,no,Indian,Cultural,3-star
Royal Saffron,Fusion restaurant,3.9,10.0,-20.2800332,57.5052589,"PG94+X39, Valentina Road, Vacoas-Phoenix, Mauritius",https://www.google.com/maps/search/?api=1&query=Royal%20Saffron&query_place_id=ChIJj-FdyflbfCERlS5Zx8i85KI,https://lh5.googleusercontent.com/p/AF1QipPeXlq55X-JKNXXR_wGzVHm3bRnEUQuUwJ5YB0y=w408-h557-k-no,restaurant,Google Maps,,,,"Wi-Fi, Pool, Parking, Spa Services",High,3.4,3.8,3.3,3.9,10.0,Budget-Friendly,Closed on Sundays,All Year,10:00 AM - 2:00 PM,no,yes,Indian,Adventure,4-star
Rajesh Restaurant,Restaurant,4.4,39.0,-20.3132794,57.4932388,"MFPV+M7Q, La Vanille Lane, Vacoas-Phoenix, Mauritius",https://www.google.com/maps/search/?api=1&query=Rajesh%20Restaurant&query_place_id=ChIJkQQFnwddfCER4WwJIZA0tmU,https://lh5.googleusercontent.com/p/AF1QipOtxwXhdamotUBUr8zg2X9QAhpbG_4imBG6xP8w=w408-h306-k-no,restaurant,Google Maps,,,,"Alcohol Served, Takeaway, Kids Menu, Private Dining, Open Kitchen, Outdoor Seating, Vegan Options, Happy Hours, Live Music, Pet-Friendly",Low,4.4,4.5,3.5,4.5,39.0,Photography Hotspot,Closed on Sundays,Winter,6:00 PM - 9:00 PM,no,yes,Italian,Scenic,5-star
Le Bistrot,Restaurant,4.8,376.0,-20.4188128,57.7111122,"Coastal Rd, Mahebourg, Mauritius",https://www.google.com/maps/search/?api=1&query=Le%20Bistrot&query_place_id=ChIJz-trkDWLfCER9fflFRkvP0I,https://lh5.googleusercontent.com/p/AF1QipMB87bzJlbKIWtg5IY-xDHUJWOqureH3LkhvpDt=w532-h240-k-no,restaurant,Google Maps,,,,"Alcohol Served, Free Wi-Fi, Reservation Required, Pet-Friendly, Takeaway, Private Dining, Vegan Options, Live Music, Happy Hours, Kids Menu",High,4.1,3.9,3.3,4.1,376.0,Luxury Stay,Closed on Sundays,Winter,3:00 PM - 6:00 PM,yes,no,Indian,Shopping,5-star
Amigos Resto & Grill,Restaurant,4.0,878.0,-20.2850114,57.5063038,"PG74+XGV, Vacoas-Phoenix, Mauritius",https://www.google.com/maps/search/?api=1&query=Amigos%20Resto%20%26%20Grill&query_place_id=ChIJwQU0bX9bfCERoKffD5qSdRY,https://lh5.googleusercontent.com/p/AF1QipMruyxMVSJIgbHn38HnbICNIWdm9qjaoSlDeYSp=w426-h240-k-no,restaurant,Google Maps,,,,"Happy Hours, Alcohol Served, Wheelchair Accessible, Private Dining, Smoking Area, Vegan Options, Outdoor Seating, Free Wi-Fi, Kids Menu, Parking",Low,3.4,4.2,4.4,4.0,878.0,Scenic Views,24/7,All Year,10:00 AM - 2:00 PM,no,yes,Seafood,Cultural,Luxury
Restaurant Také (Baz Také),Restaurant,4.0,92.0,-20.4138225,57.7084353,"Rue de Maurice, Mahebourg, Mauritius",https://www.google.com/maps/search/?api=1&query=Restaurant%20Tak%C3%A9%20(Baz%20Tak%C3%A9)&query_place_id=ChIJD9PLJsv0fCERnS1FexTqk8s,https://lh5.googleusercontent.com/p/AF1QipPNfiNFSfvhkH0lVPw5Z2IcJSndyxcE6RK86fvD=w408-h306-k-no,restaurant,Google Maps,,,,"Outdoor Seating, Wheelchair Accessible, Parking, Live Music, Pet-Friendly, Vegan Options, Alcohol Served, Takeaway, Happy Hours, Private Dining",Medium,4.6,4.8,3.6,4.2,92.0,Nightlife,10:00 AM - 6:00 PM,All Year,3:00 PM - 6:00 PM,yes,no,Mauritian,Cultural,3-star
Chachi rekha,Fast food restaurant,4.9,20.0,-20.2749398,57.5389093,"PGGQ+2H7, Place la Gare, Vacoas-Phoenix, Mauritius",https://www.google.com/maps/search/?api=1&query=Chachi%20rekha&query_place_id=ChIJ_VVycihbfCER8IcFxH9WsBo,https://lh5.googleusercontent.com/p/AF1QipNdhyg1HW_iPZ5JmtqoXpSrjuQ5CFzHKLEaCoOI=w408-h544-k-no,restaurant,Google Maps,,,,"Delivery, Takeaway, Vegetarian Options, Nature Trails",Low,3.9,4.1,4.3,3.3,20.0,Beachfront,10:00 AM - 6:00 PM,All Year,6:00 PM - 9:00 PM,no,yes,Italian,Cultural,4-star
Kimberley Snack (Chez Vishnu),Restaurant,4.0,62.0,-20.4157106,57.7088334,"HPM5+PG8, Mahebourg, Mauritius",https://www.google.com/maps/search/?api=1&query=Kimberley%20Snack%20(Chez%20Vishnu)&query_place_id=ChIJp7TB2TSLfCERQFjtkMv_1Qw,https://lh5.googleusercontent.com/p/AF1QipMUGexc7u6o5jK-VWNQfWfBIhLeBu_-wnhJqwbC=w493-h240-k-no,restaurant,Google Maps,,,,"Live Music, Wheelchair Accessible, Free Wi-Fi, Reservation Required, Private Dining, Vegan Options, Smoking Area, Outdoor Seating, Alcohol Served, Open Kitchen",Low,4.6,3.4,3.0,4.3,62.0,Relaxing,Closed on Sundays,All Year,3:00 PM - 6:00 PM,no,yes,Seafood,Historical,5-star
Kashmir Restaurant & Pub,Restaurant,4.3,40.0,-20.2976846,57.5197452,"PG29+WVH, A 10, Vacoas-Phoenix, Mauritius",https://www.google.com/maps/search/?api=1&query=Kashmir%20Restaurant%20%26%20Pub&query_place_id=ChIJgRDg8k5dfCER3wi1I8eRpPg,https://lh5.googleusercontent.com/p/AF1QipPK1V2mnll3LoesQE8xqPkWT0CaSrkCdVGnX0US=w426-h240-k-no,restaurant,Google Maps,,,,"Parking, Wheelchair Accessible, Outdoor Seating, Smoking Area, Private Dining, Takeaway, Pet-Friendly, Kids Menu, Alcohol Served, Live Music",Medium,4.1,3.9,3.8,4.1,40.0,Luxury Stay,Closed on Sundays,All Year,6:00 PM - 9:00 PM,yes,yes,Chinese,Shopping,Luxury
Legrand Cuisine,Restaurant,4.6,44.0,-20.4228349,57.7060442,"MU, Airport Rd, 52201, Mauritius",https://www.google.com/maps/search/?api=1&query=Legrand%20Cuisine&query_place_id=ChIJ-UykDveLfCERNXbIPqXKsKM,https://lh5.googleusercontent.com/p/AF1QipOHs6KkJNaUCVcCvkmqcQ4Ug1NRAlJc3WdixmTx=w408-h306-k-no,restaurant,Google Maps,,,,"Kids Menu, Reservation Required, Wheelchair Accessible, Takeaway, Smoking Area, Live Music, Alcohol Served, Vegan Options, Private Dining, Parking",Medium,3.6,3.1,3.7,4.3,44.0,Hiking Trails,Closed on Sundays,Winter,10:00 AM - 2:00 PM,no,yes,Seafood,Historical,5-star
Cozy Burger,Restaurant,4.4,837.0,-20.2839921,57.5052182,"MU, A 10, Vacoas-Phoenix 73619, Mauritius",https://www.google.com/maps/search/?api=1&query=Cozy%20Burger&query_place_id=ChIJ94tpyrNbfCER9lqo11WgWIc,https://lh5.googleusercontent.com/p/AF1QipO9JKcMOwnEOMXZerHj2LF-y9uTBX8maiSF9E9x=w408-h306-k-no,restaurant,Google Maps,,,,"Wheelchair Accessible, Pet-Friendly, Kids Menu, Reservation Required, Takeaway, Parking, Open Kitchen, Alcohol Served, Private Dining, Outdoor Seating",Luxury,4.1,4.4,4.7,3.7,837.0,Beachfront,24/7,Summer,6:00 PM - 9:00 PM,no,yes,Mauritian,Shopping,Luxury
the kitchen SHACK,Restaurant,4.3,38.0,-20.3042535,57.5218984,"Lapeyrouse St, Curepipe, Mauritius",https://www.google.com/maps/search/?api=1&query=the%20kitchen%20SHACK&query_place_id=ChIJmXv0RCRdfCERs4k3Kdii4T4,https://lh5.googleusercontent.com/p/AF1QipM_uoVg8vTUT5qvOFudh2crWc8m31cUGud5RsGF=w408-h306-k-no,restaurant,Google Maps,,,,"Outdoor Seating, Private Dining, Wheelchair Accessible, Parking, Reservation Required, Happy Hours, Takeaway, Kids Menu, Vegan Options, Smoking Area",Luxury,3.7,3.3,3.3,3.9,38.0,Budget-Friendly,Closed on Sundays,Summer,3:00 PM - 6:00 PM,yes,yes,Indian,Historical,Luxury
Burrito Express,Takeout Restaurant,4.6,5.0,-20.4167879,57.7054035,"Allee Gheude Street, Mahebourg, Mauritius",https://www.google.com/maps/search/?api=1&query=Burrito%20Express&query_place_id=ChIJo9KQF4OLfCERrvmCdCHENcI,https://lh5.googleusercontent.com/p/AF1QipPR55LbVVh5fFPjnW_HFhxwbeAixNTYxop_Jiaz=w408-h544-k-no,restaurant,Google Maps,,,,"Wi-Fi, Pool, Parking, Local Cuisine",Low,4.7,4.1,3.8,4.2,5.0,Budget-Friendly,24/7,Summer,3:00 PM - 6:00 PM,no,yes,French,Cultural,Luxury
Restaurant,Restaurant,3.9,43.0,-20.2849026,57.5245073,"PG8F+2RJ, Vacoas-Phoenix, Mauritius",https://www.google.com/maps/search/?api=1&query=Restaurant&query_place_id=ChIJidTYfI5bfCER_M9khR_vFAU,https://lh5.googleusercontent.com/p/AF1QipN4ceMwgQwGmZrJ5FJ-JZ8Nuu-a1rcmVLx8LeOI=w408-h839-k-no,restaurant,Google Maps,,,,"Parking, Vegan Options, Pet-Friendly, Smoking Area, Outdoor Seating, Reservation Required, Kids Menu, Live Music, Private Dining, Free Wi-Fi",Medium,3.2,4.2,3.0,4.9,43.0,Luxury Stay,10:00 AM - 6:00 PM,All Year,6:00 PM - 9:00 PM,yes,no,Italian,Cultural,Luxury
Kwizine Mama-Manzé Lakaz (Chez Filo et Stephanie),Restaurant,5.0,139.0,-20.4233648,57.7085901,"No 23, avenue Perdrix, MU, Mahebourg 01234, Mauritius",https://www.google.com/maps/search/?api=1&query=Kwizine%20Mama-Manz%C3%A9%20Lakaz%20(Chez%20Filo%20et%20Stephanie)&query_place_id=ChIJUdhRHYqLfCERoMSL84pPHnQ,https://lh5.googleusercontent.com/p/AF1QipNDWntoZr53GY-4kXx6Dekj5b7Zy1bRgndRZQAw=w408-h906-k-no,restaurant,Google Maps,,,,"Takeaway, Live Music, Pet-Friendly, Reservation Required, Vegan Options, Private Dining, Kids Menu, Happy Hours, Wheelchair Accessible, Outdoor Seating",Medium,3.0,3.7,3.2,3.7,139.0,Cultural Experience,10:00 AM - 6:00 PM,All Year,3:00 PM - 6:00 PM,yes,yes,Italian,Cultural,3-star
Dallas Restaurant,Restaurant,4.0,1.0,-20.3055502,57.5203803,"MGVC+Q5C, Lapeyrouse St, Curepipe, Mauritius",https://www.google.com/maps/search/?api=1&query=Dallas%20Restaurant&query_place_id=ChIJs6WhxNxdfCER0mjRJnkoiys,,restaurant,Google Maps,,,,"Live Music, Wheelchair Accessible, Takeaway, Parking, Outdoor Seating, Free Wi-Fi, Private Dining, Open Kitchen, Vegan Options, Kids Menu",Medium,4.6,3.5,3.6,4.1,1.0,Budget-Friendly,10:00 AM - 6:00 PM,Winter,10:00 AM - 2:00 PM,no,no,French,Scenic,3-star
Grillicious,Barbecue restaurant,3.8,32.0,-20.4135544,57.7051779,"HPP4+H3F, Royal Rd, Mahebourg, Mauritius",https://www.google.com/maps/search/?api=1&query=Grillicious&query_place_id=ChIJRRwV0Jj1fCERTkX3o_9hqwY,https://lh5.googleusercontent.com/p/AF1QipMYFsbgzBBsQn9zLkbr5PvLAjKaPeaDH4zK9c9i=w408-h544-k-no,restaurant,Google Maps,,,,"Delivery, Takeaway, Vegetarian Options, Scuba Diving",Medium,3.7,4.5,3.2,3.7,32.0,Nightlife,10:00 AM - 6:00 PM,Winter,10:00 AM - 2:00 PM,yes,yes,Indian,Shopping,3-star
The Fisherman Lounge,Seafood restaurant,4.1,520.0,-20.2798478,57.5055661,"Le Valentina Shopping Mall, Vacoas-Phoenix, Mauritius",https://www.google.com/maps/search/?api=1&query=The%20Fisherman%20Lounge&query_place_id=ChIJuUGSHmtbfCERcROz8U8IVLQ,https://lh5.googleusercontent.com/p/AF1QipPW8g-q6ZsiUzGGg5pB8_b3nOBBXEbhGmbzuzM3=w493-h240-k-no,restaurant,Google Maps,,,,"Breakfast Included, Free Parking, Private Pools",Luxury,4.6,5.0,3.9,3.6,520.0,Budget-Friendly,Closed on Sundays,Summer,3:00 PM - 6:00 PM,no,yes,French,Adventure,5-star
Chez juju,Fusion restaurant,5.0,6.0,-20.4168498,57.7067129,"Résidence le, MU, 52203, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20juju&query_place_id=ChIJN7waVfCLfCER1PsyD1Wqepw,https://lh5.googleusercontent.com/p/AF1QipN4anN0pX0-fvSI9E8gKzNfIZvWVG1OZFbzrgD5=w408-h307-k-no,restaurant,Google Maps,,,,"Wi-Fi, Pool, Parking, Cultural Experiences",Low,3.5,5.0,4.9,3.5,6.0,Quiet Getaway,24/7,All Year,3:00 PM - 6:00 PM,no,yes,Mauritian,Adventure,3-star
Pomodoro Pizzeria - Trattoria,Pizza restaurant,3.2,93.0,-20.2785892,57.4953947,"PFCW+H56, Vacoas-Phoenix, Mauritius",https://www.google.com/maps/search/?api=1&query=Pomodoro%20Pizzeria%20-%20Trattoria&query_place_id=ChIJB8lihINbfCERlPc-9XBsL7g,https://lh5.googleusercontent.com/p/AF1QipPqENE5Sah9EXeNscvnBaxGP2YRJMl0TXTo4CK_=w408-h298-k-no,restaurant,Google Maps,,,,"Wi-Fi, Pool, Parking, Private Pools",Low,3.9,4.0,3.4,3.3,93.0,Luxury Stay,9:00 AM - 8:00 PM,All Year,3:00 PM - 6:00 PM,yes,yes,Seafood,Scenic,Luxury
Chez Patrick Resto,Restaurant,3.9,522.0,-20.4147416,57.7048917,"Royal Rd, Mahebourg, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20Patrick%20Resto&query_place_id=ChIJpa4FiMz0fCERzSR77xfgDpo,https://lh5.googleusercontent.com/p/AF1QipPpyAQ-bHbsezihMeYqCVQUcrITliSUS-n8qbfL=w408-h544-k-no,restaurant,Google Maps,,,,"Outdoor Seating, Free Wi-Fi, Reservation Required, Takeaway, Smoking Area, Parking, Wheelchair Accessible, Open Kitchen, Private Dining, Alcohol Served",Luxury,3.5,4.2,3.2,3.1,522.0,Photography Hotspot,10:00 AM - 6:00 PM,Summer,6:00 PM - 9:00 PM,yes,no,French,Adventure,Luxury
Punjabi Dhaba PVT LTD,Restaurant,3.3,16.0,-20.2798316,57.5051478,"PGC4+336 Valentina Mall, Valentina Road, Vacoas-Phoenix, Mauritius",https://www.google.com/maps/search/?api=1&query=Punjabi%20Dhaba%20PVT%20LTD&query_place_id=ChIJCa7YWxJbfCERo9V6ovVcPmw,https://lh5.googleusercontent.com/p/AF1QipMQ3wrV1_JLnjEQGdV0_FuaUHGOmU4Js9qZujwC=w426-h240-k-no,restaurant,Google Maps,,,,"Happy Hours, Takeaway, Pet-Friendly, Parking, Wheelchair Accessible, Kids Menu, Outdoor Seating, Private Dining, Smoking Area, Alcohol Served",High,4.7,4.3,4.1,3.6,16.0,Cultural Experience,24/7,All Year,3:00 PM - 6:00 PM,no,yes,Mauritian,Cultural,3-star
STEVEN'S PIZZA,Pizza restaurant,4.5,102.0,-20.4204054,57.7130276,"33A RUE DES GÉOLANDS Mahebourg MU, 50806, Mauritius",https://www.google.com/maps/search/?api=1&query=STEVEN'S%20PIZZA&query_place_id=ChIJ485B0RiLfCERh1KbJHWiUEQ,https://lh5.googleusercontent.com/p/AF1QipOJxo1Fi-3kCyDiAC8T9bLoqXHHrcZUej4uRH9D=w408-h306-k-no,restaurant,Google Maps,,,,"Gym, Spa, Wi-Fi, Beachfront",Medium,3.9,3.0,3.7,3.6,102.0,Relaxing,10:00 AM - 6:00 PM,Winter,6:00 PM - 9:00 PM,no,no,Seafood,Adventure,3-star
Restaurant Virahsawmy,Restaurant,4.0,1.0,-20.2552047,57.4827435,"PFVM+W39, Cr. De la faye, Belle Rose Ave, Quatre Bornes, Mauritius",https://www.google.com/maps/search/?api=1&query=Restaurant%20Virahsawmy&query_place_id=ChIJuUgYVDNbfCERYgMu256xCYk,,restaurant,Google Maps,,,,"Kids Menu, Private Dining, Live Music, Takeaway, Open Kitchen, Pet-Friendly, Smoking Area, Vegan Options, Free Wi-Fi, Wheelchair Accessible",Luxury,4.0,3.6,4.9,3.8,1.0,Eco-Friendly,Closed on Sundays,Summer,10:00 AM - 2:00 PM,no,no,French,Historical,3-star
Saveur Du Chef,Restaurant,5.0,2.0,-20.4202492,57.7030411,"Mahebourg, Mauritius",https://www.google.com/maps/search/?api=1&query=Saveur%20Du%20Chef&query_place_id=ChIJG536dYWLfCERm6VtoTWb754,https://lh5.googleusercontent.com/p/AF1QipOYKwaMHfTKQjSLfv9lDoE4PpsjRw7gGU3rh2L2=w533-h240-k-no,restaurant,Google Maps,,,,"Outdoor Seating, Pet-Friendly, Smoking Area, Alcohol Served, Free Wi-Fi, Reservation Required, Wheelchair Accessible, Private Dining, Open Kitchen, Live Music",Low,4.3,3.3,3.1,3.7,2.0,Budget-Friendly,24/7,Winter,3:00 PM - 6:00 PM,no,no,Seafood,Shopping,4-star
Restaurant du Lac,Restaurant,4.4,804.0,-20.4217126,57.7157987,"Coastal Rd, Pointe Jerome Mahebourg MU, 50817, Mauritius",https://www.google.com/maps/search/?api=1&query=Restaurant%20du%20Lac&query_place_id=ChIJbTODtUWLfCERSHr9C6eN1bM,https://lh5.googleusercontent.com/p/AF1QipM2SJbkbxfiGQUTthr1Mp4h5AGL6vECOAoJOp8b=w408-h306-k-no,restaurant,Google Maps,,,,"Outdoor Seating, Kids Menu, Reservation Required, Alcohol Served, Smoking Area, Happy Hours, Vegan Options, Takeaway, Open Kitchen, Free Wi-Fi",High,3.5,3.6,4.1,4.4,804.0,Hiking Trails,9:00 AM - 8:00 PM,Summer,3:00 PM - 6:00 PM,yes,no,Mauritian,Historical,4-star
La Belle Creole Restaurant,Creole restaurant,4.1,186.0,-20.4218043,57.716511,"HPH8+7JC, Coastal Rd, Mahebourg, Mauritius",https://www.google.com/maps/search/?api=1&query=La%20Belle%20Creole%20Restaurant&query_place_id=ChIJWWsdYEmLfCERu2_HMwnLN6Q,https://lh5.googleusercontent.com/p/AF1QipNwb2gt_MTGx43BZwqYCPV55BvpnJemlNWgxXr-=w408-h306-k-no,restaurant,Google Maps,,,,"Wi-Fi, Pool, Parking, Water Sports",Medium,3.8,4.4,4.2,4.3,186.0,Hiking Trails,Closed on Sundays,All Year,3:00 PM - 6:00 PM,no,no,Chinese,Cultural,5-star
Restaurant pavaday,Restaurant,1.0,1.0,-20.4138839,57.7074112,"La, Rue de la Chaux, Mahebourg, Mauritius",https://www.google.com/maps/search/?api=1&query=Restaurant%20pavaday&query_place_id=ChIJpcU4s7j1fCERItbkHR_2gfc,,restaurant,Google Maps,,,,"Free Wi-Fi, Wheelchair Accessible, Parking, Alcohol Served, Outdoor Seating, Vegan Options, Takeaway, Happy Hours, Live Music, Private Dining",Medium,4.9,3.1,3.5,4.7,1.0,Water Activities,9:00 AM - 8:00 PM,Winter,6:00 PM - 9:00 PM,no,yes,Italian,Scenic,5-star
Ti Kaz Kreol,Restaurant,4.6,121.0,-20.4105283,57.7091965,"HPQ5+QMP, Rue du Souffleur, Mahebourg, Mauritius",https://www.google.com/maps/search/?api=1&query=Ti%20Kaz%20Kreol&query_place_id=ChIJxwniOrT1fCERC7S7wX-Mz60,https://lh5.googleusercontent.com/p/AF1QipP77XDfM453M2CT2lkIW995ycVquTYUwl0Cbk_s=w408-h306-k-no,restaurant,Google Maps,,,,"Smoking Area, Free Wi-Fi, Outdoor Seating, Happy Hours, Pet-Friendly, Takeaway, Wheelchair Accessible, Kids Menu, Private Dining, Vegan Options",High,4.6,4.6,3.6,4.0,121.0,Adventure,9:00 AM - 8:00 PM,Winter,6:00 PM - 9:00 PM,yes,no,Indian,Cultural,3-star
The Hub Resto,Restaurant,4.4,18.0,-20.4234501,57.7104105,"MU, Mahebourg 52201, Mauritius",https://www.google.com/maps/search/?api=1&query=The%20Hub%20Resto&query_place_id=ChIJBZIjNnGLfCERm2aJnnYJpLw,https://lh5.googleusercontent.com/p/AF1QipPZtZf68XDNuJhQX9e77hM0jicZq-XH_OLAVbcG=w408-h306-k-no,restaurant,Google Maps,,,,"Parking, Wheelchair Accessible, Alcohol Served, Smoking Area, Happy Hours, Kids Menu, Private Dining, Reservation Required, Outdoor Seating, Pet-Friendly",High,3.2,4.5,4.4,4.7,18.0,Luxury Stay,24/7,Winter,6:00 PM - 9:00 PM,no,yes,Italian,Shopping,Luxury
